cell_id,tower_range,run_type,connection_check
9,0.8999999999999999,Break Tower: Aquia_Creek Ln,True
9,0.8999999999999999,Break Tower: Chesapeak River Ln,True
9,0.8999999999999999,Break Tower: Nguyen Engineering,True
9,0.8999999999999999,Break Tower: Patriot Cir,True
9,0.8999999999999999,Break Tower: Rivanna River Way,True
9,0.9999999999999999,Break Tower: Aquia_Creek Ln,True
9,0.9999999999999999,Break Tower: Chesapeak River Ln,True
9,0.9999999999999999,Break Tower: Nguyen Engineering,True
9,0.9999999999999999,Break Tower: Patriot Cir,True
9,0.9999999999999999,Break Tower: Rivanna River Way,True
